time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
570;10;20;20;20;50;50;51;51;51;51
571;10;20;20;20;50;50;51.1;51.1;51.1;51.1
572;10;20;20;20;50;50;51;51;51;51
573;10;20;20;20;50;50;50.4;50.4;50.4;50.4
574;9.8;19.6;19.6;19.6;49;49;49;49;49;49
575;9.34;18.68;18.68;18.68;46.7;46.7;46.7;46.7;46.7;46.7
576;8.8;17.6;17.6;17.6;44;44;44;44;44;44
577;8.22;16.44;16.44;16.44;41.1;41.1;41.1;41.1;41.1;41.1
578;7.66;15.32;15.32;15.32;38.3;38.3;38.3;38.3;38.3;38.3
579;7.08;14.16;14.16;14.16;35.4;35.4;35.4;35.4;35.4;35.4
580;6.36;12.72;12.72;12.72;31.8;31.8;31.8;31.8;31.8;31.8
581;5.46;10.92;10.92;10.92;27.3;27.3;27.3;27.3;27.3;27.3
582;4.48;8.96;8.96;8.96;22.4;22.4;22.4;22.4;22.4;22.4
583;3.54;7.08;7.08;7.08;17.7;17.7;17.7;17.7;17.7;17.7
584;2.68;5.36;5.36;5.36;13.4;13.4;13.4;13.4;13.4;13.4
585;1.86;3.72;3.72;3.72;9.3;9.3;9.3;9.3;9.3;9.3
586;1.1;2.2;2.2;2.2;5.5;5.5;5.5;5.5;5.5;5.5
587;0.4;0.8;0.8;0.8;2;2;2;2;2;2
588;0;0;0;0;0;0;0;0;0;0
589;0;0;0;0;0;0;0;0;0;0
590;0;0;0;0;0;0;0;0;0;0
591;0;0;0;0;0;0;0;0;0;0
592;0;0;0;0;0;0;0;0;0;0
593;0;0;0;0;0;0;0;0;0;0
594;0;0;0;0;0;0;0;0;0;0
595;0;0;0;0;0;0;0;0;0;0
596;0;0;0;0;0;0;0;0;0;0
597;0;0;0;0;0;0;0;0;0;0
598;0;0;0;0;0;0;0;0;0;0
599;0;0;0;0;0;0;0;0;0;0
600;0;0;0;0;0;0;0;0;0;0
601;0;0;0;0;0;0;0;0;0;0
602;0;0;0;0;0;0;0;0;0;0
603;0;0;0;0;0;0;0;0;0;0
604;0;0;0;0;0;0;0;0;0;0
605;0;0;0;0;0;0;0;0;0;0
606;0;0;0;0;0;0;0;0;0;0
607;0;0;0;0;0;0;0;0;0;0
608;0;0;0;0;0;0;0;0;0;0
609;0;0;0;0;0;0;2.3;2.3;2.3;2.3
610;0;0;0;0;0;0;7.3;7.3;7.3;7.3
611;0;0;0;0;0;0;15.2;15.2;15.2;15.2
612;0;0;0;0;0;0;23.9;23.9;23.9;23.9
613;0;0;0;0;0;0;32.5;32.5;32.5;32.5
614;0;0;0;0;0;0;39.2;39.2;39.2;39.2
615;0;0;0;0;0;0;44.1;44.1;44.1;44.1
616;0;0;0;0;0;0;48.1;48.1;48.1;48.1
617;0;0;0;0;0;0;51.2;51.2;51.2;51.2
618;0;0;0;0;0;0;53.3;53.3;53.3;53.3
619;0;0;0;0;0;0;54.5;54.5;54.5;54.5
620;0;0;0;0;0;0;55.7;55.7;55.7;55.7
621;0;0;0;0;0;0;56.8;56.8;56.8;56.8
622;0;0;0;0;0;0;57.5;57.5;57.5;57.5
623;0;0;0;0;0;0;58;58;58;58
624;0;0;0;0;0;0;58.4;58.4;58.4;58.4
625;0;0;0;0;0;0;58.5;58.5;58.5;58.5
626;0;0;0;0;0;0;58.5;58.5;58.5;58.5
627;0;0;0;0;0;0;58.6;58.6;58.6;58.6
628;0;0;0;0;0;0;58.9;58.9;58.9;58.9
629;0;0;0;0;0;0;59.3;59.3;59.3;59.3
630;0;0;0;0;0;0;59.8;59.8;59.8;59.8
631;0;0;0;0;0;0;60.2;60.2;60.2;60.2
632;0;0;0;0;0;0;60.5;60.5;60.5;60.5
633;0;0;0;0;0;0;60.8;60.8;60.8;60.8
634;0;0;0;0;0;0;61.1;61.1;61.1;61.1
635;0;0;0;0;0;0;61.5;61.5;61.5;61.5
636;0;0;0;0;0;0;62;62;62;62
637;0;0;0;0;0;0;62.5;62.5;62.5;62.5
638;0;0;0;0;0;0;63;63;63;63
639;0;0;0;0;0;0;63.4;63.4;63.4;63.4
640;0;0;0;0;0;0;63.7;63.7;63.7;63.7
641;0;0;0;0;0;0;63.8;63.8;63.8;63.8
642;0;0;0;0;0;0;63.9;63.9;63.9;63.9
643;0;0;0;0;0;0;63.8;63.8;63.8;63.8
644;0;0;0;0;0;0;63.2;63.2;63.2;63.2
645;0;0;0;0;0;0;61.7;61.7;61.7;61.7
646;0;0;0;0;0;0;58.9;58.9;58.9;58.9
647;0;0;0;0;0;0;55.2;55.2;55.2;55.2
648;0;0;0;0;0;0;51;51;51;51
649;0;0;0;0;0;0;46.7;46.7;46.7;46.7
650;0;0;0;0;0;0;42.8;42.8;42.8;42.8
651;0;0;0;0;0;0;40.2;40.2;40.2;40.2
652;0;0;0;0;0;0;38.8;38.8;38.8;38.8
653;0;0;0;0;0;0;37.9;37.9;37.9;37.9
654;0;0;0;0;0;0;36.7;36.7;36.7;36.7
655;0;0;0;0;0;0;35.1;35.1;35.1;35.1
656;0;0;0;0;0;0;32.9;32.9;32.9;32.9
657;0;0;0;0;0;0;30.4;30.4;30.4;30.4
658;0;0;0;0;0;0;28;28;28;28
659;0;0;0;0;0;0;25.9;25.9;25.9;25.9
660;0;0;0;0;0;0;24.4;24.4;24.4;24.4
661;0;0;0;0;0;0;23.7;23.7;23.7;23.7
662;0;0;0;0;0;0;23.8;23.8;23.8;23.8
663;0;0;0;0;0;0;25;25;25;25
664;0;0;0;0;0;0;27.3;27.3;27.3;27.3
665;0;0;0;0;0;0;30.4;30.4;30.4;30.4
666;0;0;0;0;0;0;33.9;33.9;33.9;33.9
667;0;0;0;0;0;0;37.3;37.3;37.3;37.3
668;0;0;0;0;0;0;39.8;39.8;39.8;39.8
669;0;0;0;0;0;0;39.5;39.5;39.5;39.5
670;0;0;0;0;0;0;36.3;36.3;36.3;36.3
671;0;0;0;0;0;0;31.4;31.4;31.4;31.4
672;0;0;0;0;0;0;26.5;26.5;26.5;26.5
673;0;0;0;0;0;0;24.2;24.2;24.2;24.2
674;0;0;0;0;0;0;24.8;24.8;24.8;24.8
675;0;0;0;0;0;0;26.6;26.6;26.6;26.6
676;0;0;0;0;0;0;27.5;27.5;27.5;27.5
677;0;0;0;0;0;0;26.8;26.8;26.8;26.8
678;0;0;0;0;0;0;25.3;25.3;25.3;25.3
679;0;0;0;0;0;0;24;24;24;24
680;0;0;0;0;0;0;23.3;23.3;23.3;23.3
681;0;0;0;0;0;0;23.7;23.7;23.7;23.7
682;0;0;0;0;0;0;24.9;24.9;24.9;24.9
683;0;0;0;0;0;0;26.4;26.4;26.4;26.4
684;0;0;0;0;0;0;27.7;27.7;27.7;27.7
685;0;0;0;0;0;0;28.3;28.3;28.3;28.3
686;0;0;0;0;0;0;28.3;28.3;28.3;28.3
687;0;0;0;0;0;0;28.1;28.1;28.1;28.1
688;0;0;0;0;0;0;28.1;28.1;28.1;28.1
689;0;0;0;0;0;0;28.6;28.6;28.6;28.6
690;0;0;0;0;0;0;29.8;29.8;29.8;29.8
691;0;0;0;0;0;0;31.6;31.6;31.6;31.6
692;0;0;0;0;0;0;33.9;33.9;33.9;33.9
693;0;0;0;0;0;0;36.5;36.5;36.5;36.5
694;0;0;0;0;0;0;39.1;39.1;39.1;39.1
695;0;0;0;0;0;0;41.5;41.5;41.5;41.5
696;0;0;0;0;0;0;43.3;43.3;43.3;43.3
697;0;0;0;0;0;0;44.5;44.5;44.5;44.5
698;0;0;0;0;0;0;45.1;45.1;45.1;45.1
699;0;0;0;0;0;0;45.1;45.1;45.1;45.1
700;0;0;0;0;0;0;43.9;43.9;43.9;43.9
701;0;0;0;0;0;0;41.4;41.4;41.4;41.4
702;0;0;0;0;0;0;38.4;38.4;38.4;38.4
703;0;0;0;0;0;0;35.5;35.5;35.5;35.5
704;0;0;0;0;0;0;32.9;32.9;32.9;32.9
705;0;0;0;0;0;0;31.3;31.3;31.3;31.3
706;0;0;0;0;0;0;30.7;30.7;30.7;30.7
707;0;0;0;0;0;0;31;31;31;31
708;0;0;0;0;0;0;32.2;32.2;32.2;32.2
709;0;0;0;0;0;0;34;34;34;34
710;0;0;0;0;0;0;36;36;36;36
711;0;0;0;0;0;0;37.9;37.9;37.9;37.9
712;0;0;0;0;0;0;39.8;39.8;39.8;39.8
713;0;0;0;0;0;0;41.6;41.6;41.6;41.6
714;0;0;0;0;0;0;43.1;43.1;43.1;43.1
715;0;0;0;0;0;0;44.3;44.3;44.3;44.3
716;0;0;0;0;0;0;45;45;45;45
717;0;0;0;0;0;0;45.5;45.5;45.5;45.5
718;0;0;0;0;0;0;45.8;45.8;45.8;45.8
719;0;0;0;0;0;0;46;46;46;46
720;0;0;0;0;0;0;46.1;46.1;46.1;46.1
721;0;0;0;0;0;0;46.2;46.2;46.2;46.2
722;0;0;0;0;0;0;46.1;46.1;46.1;46.1
723;0;0;0;0;0;0;45.7;45.7;45.7;45.7
724;0;0;0;0;0;0;45;45;45;45
725;0;0;0;0;0;0;44.3;44.3;44.3;44.3
726;0;0;0;0;0;0;44.7;44.7;44.7;44.7
727;0;0;0;0;0;0;46.8;46.8;46.8;46.8
728;0;0;0;0;0;0;50.1;50.1;50.1;50.1
729;0;0;0;0;0;0;53.6;53.6;53.6;53.6
730;0;0;0;0;0;0;56.9;56.9;56.9;56.9
731;0;0;0;0;0;0;59.4;59.4;59.4;59.4
732;0;0;0;0;0;0;60.2;60.2;60.2;60.2
733;0;0;0;0;0;0;59.3;59.3;59.3;59.3
734;0;0;0;0;0;0;57.5;57.5;57.5;57.5
735;0;0;0;0;0;0;55.4;55.4;55.4;55.4
736;0;0;0;0;0;0;52.5;52.5;52.5;52.5
737;0;0;0;0;0;0;47.9;47.9;47.9;47.9
738;0;0;0;0;0;0;41.4;41.4;41.4;41.4
739;0;0;0;0;0;0;34.4;34.4;34.4;34.4
740;0;0;0;0;0;0;30;30;30;30
741;0;0;0;0;0;0;27;27;27;27
742;0;0;0;0;0;0;26.5;26.5;26.5;26.5
743;0;0;0;0;0;0;28.7;28.7;28.7;28.7
744;0;0;0;0;0;0;33.8;33.8;33.8;33.8
745;0;0;0;0;0;0;40.3;40.3;40.3;40.3
746;0;0;0;0;0;0;46.6;46.6;46.6;46.6
747;0;0;0;0;0;0;50.4;50.4;50.4;50.4
748;0;0;0;0;0;0;53.9;53.9;53.9;53.9
749;0;0;0;0;0;0;56.9;56.9;56.9;56.9
750;0;0;0;0;0;0;59.1;59.1;59.1;59.1
751;0;0;0;0;0;0;60.6;60.6;60.6;60.6
752;0;0;0;0;0;0;61.7;61.7;61.7;61.7
753;0;0;0;0;0;0;62.6;62.6;62.6;62.6
754;0;0;0;0;0;0;63.1;63.1;63.1;63.1
755;0;0;0;0;0;0;62.9;62.9;62.9;62.9
756;0;0;0;0;0;0;61.6;61.6;61.6;61.6
757;0;0;0;0;0;0;59.4;59.4;59.4;59.4
758;0;0;0;0;0;0;56.6;56.6;56.6;56.6
759;0;0;0;0;0;0;53.7;53.7;53.7;53.7
760;0;0;0;0;0;0;50.7;50.7;50.7;50.7
761;0;0;0;0;0;0;47.7;47.7;47.7;47.7
762;0;0;0;0;0;0;45;45;45;45
763;0;0;0;0;0;0;43;43;43;43
764;0;0;0;0;0;0;41.9;41.9;41.9;41.9
765;0;0;0;0;0;0;41.6;41.6;41.6;41.6
766;0;0;0;0;0;0;41.3;41.3;41.3;41.3
767;0;0;0;0;0;0;40.9;40.9;40.9;40.9
768;0;0;0;0;0;0;41.8;41.8;41.8;41.8
769;0;0;0;0;0;0;42.1;42.1;42.1;42.1
770;0;0;0;0;0;0;41.8;41.8;41.8;41.8
771;0;0;0;0;0;0;41.3;41.3;41.3;41.3
772;0;0;0;0;0;0;41.5;41.5;41.5;41.5
773;0;0;0;0;0;0;43.5;43.5;43.5;43.5
774;0;0;0;0;0;0;46.5;46.5;46.5;46.5
775;0;0;0;0;0;0;49.7;49.7;49.7;49.7
776;0;0;0;0;0;0;52.6;52.6;52.6;52.6
777;0;0;0;0;0;0;55;55;55;55
778;0;0;0;0;0;0;56.5;56.5;56.5;56.5
779;0;0;0;0;0;0;57.1;57.1;57.1;57.1
780;0;0;0;0;0;0;57.3;57.3;57.3;57.3
781;0;0;0;0;0;0;57;57;57;57
782;0;0;0;0;0;0;56.3;56.3;56.3;56.3
783;0;0;0;0;0;0;55.2;55.2;55.2;55.2
784;0;0;0;0;0;0;53.9;53.9;53.9;53.9
785;0;0;0;0;0;0;52.6;52.6;52.6;52.6
786;0;0;0;0;0;0;51.3;51.3;51.3;51.3
787;0;0;0;0;0;0;50.1;50.1;50.1;50.1
788;0;0;0;0;0;0;51.5;51.5;51.5;51.5
789;0;0;0;0;0;0;53.1;53.1;53.1;53.1
790;0;0;0;0;0;0;54.8;54.8;54.8;54.8
791;0;0;0;0;0;0;56.6;56.6;56.6;56.6
792;0;0;0;0;0;0;58.5;58.5;58.5;58.5
793;0;0;0;0;0;0;60.6;60.6;60.6;60.6
794;0;0;0;0;0;0;62.8;62.8;62.8;62.8
795;0;0;0;0;0;0;64.9;64.9;64.9;64.9
796;0;0;0;0;0;0;67;67;67;67
797;0;0;0;0;0;0;69.1;69.1;69.1;69.1
798;0;0;0;0;0;0;70.9;70.9;70.9;70.9
799;0;0;0;0;0;0;72.2;72.2;72.2;72.2
800;0;0;0;0;0;0;72.8;72.8;72.8;72.8
801;0;0;0;0;0;0;72.8;72.8;72.8;72.8
802;0;0;0;0;0;0;71.9;71.9;71.9;71.9
803;0;0;0;0;0;0;70.5;70.5;70.5;70.5
804;0;0;0;0;0;0;68.8;68.8;68.8;68.8
805;0;0;0;0;0;0;67.1;67.1;67.1;67.1
806;0;0;0;0;0;0;65.4;65.4;65.4;65.4
807;0;0;0;0;0;0;63.9;63.9;63.9;63.9
808;0;0;0;0;0;0;62.7;62.7;62.7;62.7
809;0;0;0;0;0;0;61.8;61.8;61.8;61.8
810;0;0;0;0;0;0;61;61;61;61
811;0;0;0;0;0;0;60.4;60.4;60.4;60.4
812;0;0;0;0;0;0;60;60;60;60
813;0;0;0;0;0;0;60.2;60.2;60.2;60.2
814;0;0;0;0;0;0;61.4;61.4;61.4;61.4
815;0;0;0;0;0;0;63.3;63.3;63.3;63.3
816;0;0;0;0;0;0;65.5;65.5;65.5;65.5
817;0;0;0;0;0;0;67.4;67.4;67.4;67.4
818;0;0;0;0;0;0;68.5;68.5;68.5;68.5
819;0;0;0;0;0;0;68.7;68.7;68.7;68.7
820;0;0;0;0;0;0;68.1;68.1;68.1;68.1
821;0;0;0;0;0;0;67.2;67.2;67.2;67.2
822;0;0;0;0;0;0;66.5;66.5;66.5;66.5
823;0;0;0;0;0;0;65.9;65.9;65.9;65.9
824;0;0;0;0;0;0;65.5;65.5;65.5;65.5
825;0;0;0;0;0;0;64.9;64.9;64.9;64.9
826;0;0;0;0;0;0;64.1;64.1;64.1;64.1
827;0;0;0;0;0;0;63;63;63;63
828;0;0;0;0;0;0;62.1;62.1;62.1;62.1
829;0;0;0;0;0;0;61.6;61.6;61.6;61.6
830;0;0;0;0;0;0;61.7;61.7;61.7;61.7
831;0;0;0;0;0;0;62.3;62.3;62.3;62.3
832;0;0;0;0;0;0;63.5;63.5;63.5;63.5
833;0;0;0;0;0;0;65.3;65.3;65.3;65.3
834;0;0;0;0;0;0;67.3;67.3;67.3;67.3
835;0;0;0;0;0;0;69.3;69.3;69.3;69.3
836;0;0;0;0;0;0;71.4;71.4;71.4;71.4
837;0;0;0;0;0;0;73.5;73.5;73.5;73.5
838;0;0;0;0;0;0;75.6;75.6;75.6;75.6
839;0;0;0;0;0;0;77.7;77.7;77.7;77.7
840;0;0;0;0;0;0;79.7;79.7;79.7;79.7
841;0;0;0;0;0;0;81.5;81.5;81.5;81.5
842;0;0;0;0;0;0;83;83;83;83
843;0;0;0;0;0;0;84.5;84.5;84.5;84.5
844;0;0;0;0;0;0;86;86;86;86
845;0;0;0;0;0;0;87.4;87.4;87.4;87.4
846;0;0;0;0;0;0;88.7;88.7;88.7;88.7
847;0;0;0;0;0;0;89.6;89.6;89.6;89.6
848;0;0;0;0;0;0;90.2;90.2;90.2;90.2
849;0;0;0;0;0;0;90.7;90.7;90.7;90.7
850;0;0;0;0;0;0;91.2;91.2;91.2;91.2
851;0;0;0;0;0;0;91.8;91.8;91.8;91.8
852;0;0;0;0;0;0;92.4;92.4;92.4;92.4
853;0;0;0;0;0;0;93;93;93;93
854;0;0;0;0;0;0;93.6;93.6;93.6;93.6
855;0;0;0;0;0;0;94.1;94.1;94.1;94.1
856;0;0;0;0;0;0;94.3;94.3;94.3;94.3
857;0;0;0;0;0;0;94.4;94.4;94.4;94.4
858;0;0;0;0;0;0;94.4;94.4;94.4;94.4
859;0;0;0;0;0;0;94.3;94.3;94.3;94.3
860;0;0;0;0;0;0;94.3;94.3;94.3;94.3
861;0;0;0;0;0;0;94.2;94.2;94.2;94.2
862;0;0;0;0;0;0;94.2;94.2;94.2;94.2
863;0;0;0;0;0;0;94.2;94.2;94.2;94.2
864;0;0;0;0;0;0;94.1;94.1;94.1;94.1
865;0;0;0;0;0;0;94;94;94;94
866;0;0;0;0;0;0;94;94;94;94
867;0;0;0;0;0;0;93.9;93.9;93.9;93.9
868;0;0;0;0;0;0;93.9;93.9;93.9;93.9
869;0;0;0;0;0;0;93.9;93.9;93.9;93.9
870;0;0;0;0;0;0;93.9;93.9;93.9;93.9
871;0;0;0;0;0;0;93.9;93.9;93.9;93.9
872;0;0;0;0;0;0;94;94;94;94
873;0;0;0;0;0;0;94;94;94;94
874;0;0;0;0;0;0;94.1;94.1;94.1;94.1
875;0;0;0;0;0;0;94.2;94.2;94.2;94.2
876;0;0;0;0;0;0;94.3;94.3;94.3;94.3
877;0;0;0;0;0;0;94.4;94.4;94.4;94.4
878;0;0;0;0;0;0;94.5;94.5;94.5;94.5
879;0;0;0;0;0;0;94.5;94.5;94.5;94.5
880;0;0;0;0;0;0;94.5;94.5;94.5;94.5
881;0;0;0;0;0;0;94.5;94.5;94.5;94.5
882;0;0;0;0;0;0;94.4;94.4;94.4;94.4
883;0;0;0;0;0;0;94.5;94.5;94.5;94.5
884;0;0;0;0;0;0;94.6;94.6;94.6;94.6
885;0;0;0;0;0;0;94.7;94.7;94.7;94.7
886;0;0;0;0;0;0;94.8;94.8;94.8;94.8
887;0;0;0;0;0;0;94.9;94.9;94.9;94.9
888;0;0;0;0;0;0;94.8;94.8;94.8;94.8
889;0;0;0;0;0;0;94.3;94.3;94.3;94.3
890;0;0;0;0;0;0;93.3;93.3;93.3;93.3
891;0;0;0;0;0;0;91.7;91.7;91.7;91.7
892;0;0;0;0;0;0;89.6;89.6;89.6;89.6
893;0;0;0;0;0;0;87;87;87;87
894;0;0;0;0;0;0;84.1;84.1;84.1;84.1
895;0;0;0;0;0;0;81.2;81.2;81.2;81.2
896;0;0;0;0;0;0;78.4;78.4;78.4;78.4
897;0;0;0;0;0;0;75.7;75.7;75.7;75.7
898;0;0;0;0;0;0;73.2;73.2;73.2;73.2
899;0;0;0;0;0;0;71.1;71.1;71.1;71.1
900;0;0;0;0;0;0;69.5;69.5;69.5;69.5
901;0;0;0;0;0;0;68.3;68.3;68.3;68.3
902;0;0;0;0;0;0;67.3;67.3;67.3;67.3
903;0;0;0;0;0;0;66.1;66.1;66.1;66.1
904;0;0;0;0;0;0;63.9;63.9;63.9;63.9
905;0;0;0;0;0;0;60.2;60.2;60.2;60.2
906;0;0;0;0;0;0;54.9;54.9;54.9;54.9
907;0;0;0;0;0;0;48.1;48.1;48.1;48.1
908;0;0;0;0;0;0;40.9;40.9;40.9;40.9
909;0;0;0;0;0;0;36;36;36;36
910;0;0;0;0;0;0;33.9;33.9;33.9;33.9
911;0;0;0;0;0;0;33.9;33.9;33.9;33.9
912;0;0;0;0;0;0;36.5;36.5;36.5;36.5
913;0;0;0;0;0;0;41;41;41;41
914;0;0;0;0;0;0;45.3;45.3;45.3;45.3
915;0;0;0;0;0;0;49.2;49.2;49.2;49.2
916;0;0;0;0;0;0;51.5;51.5;51.5;51.5
917;0;0;0;0;0;0;53.2;53.2;53.2;53.2
918;0;0;0;0;0;0;53.9;53.9;53.9;53.9
919;0;0;0;0;0;0;53.9;53.9;53.9;53.9
920;0;0;0;0;0;0;53.7;53.7;53.7;53.7
921;0;0;0;0;0;0;53.7;53.7;53.7;53.7
922;0;0;0;0;0;0;54.3;54.3;54.3;54.3
923;0;0;0;0;0;0;55.4;55.4;55.4;55.4
924;0;0;0;0;0;0;56.8;56.8;56.8;56.8
925;0;0;0;0;0;0;58.1;58.1;58.1;58.1
926;0;0;0;0;0;0;58.8;58.8;58.8;58.8
927;0;0;0;0;0;0;58.2;58.2;58.2;58.2
928;0;0;0;0;0;0;55.8;55.8;55.8;55.8
929;0;0;0;0;0;0;52.6;52.6;52.6;52.6
930;0;0;0;0;0;0;49.2;49.2;49.2;49.2
931;0;0;0;0;0;0;47.6;47.6;47.6;47.6
932;0;0;0;0;0;0;48.4;48.4;48.4;48.4
933;0;0;0;0;0;0;51.8;51.8;51.8;51.8
934;0;0;0;0;0;0;55.7;55.7;55.7;55.7
935;0;0;0;0;0;0;59.6;59.6;59.6;59.6
936;0;0;0;0;0;0;63;63;63;63
937;0;0;0;0;0;0;65.9;65.9;65.9;65.9
938;0;0;0;0;0;0;68.1;68.1;68.1;68.1
939;0;0;0;0;0;0;69.8;69.8;69.8;69.8
940;0;0;0;0;0;0;71.1;71.1;71.1;71.1
941;0;0;0;0;0;0;72.1;72.1;72.1;72.1
942;0;0;0;0;0;0;72.9;72.9;72.9;72.9
943;0;0;0;0;0;0;73.7;73.7;73.7;73.7
944;0;0;0;0;0;0;74.4;74.4;74.4;74.4
945;0;0;0;0;0;0;75.1;75.1;75.1;75.1
946;0;0;0;0;0;0;75.8;75.8;75.8;75.8
947;0;0;0;0;0;0;76.5;76.5;76.5;76.5
948;0;0;0;0;0;0;77.2;77.2;77.2;77.2
949;0;0;0;0;0;0;77.8;77.8;77.8;77.8
950;0;0;0;0;0;0;78.5;78.5;78.5;78.5
951;0;0;0;0;0;0;79.2;79.2;79.2;79.2
952;0;0;0;0;0;0;80;80;80;80
953;0;0;0;0;0;0;81;81;81;81
954;0;0;0;0;0;0;82;82;82;82
955;0;0;0;0;0;0;82.9;82.9;82.9;82.9
956;0;0;0;0;0;0;83.7;83.7;83.7;83.7
